Adresse,Ville,Arrondissement,Type,Prix (€),Prix mensuel (€),Pièce(s),Surface (m2),Date de vente
17 RUE DE MADRID,PARIS,75008,Appartement,1025000,10250,4,100,28/01/2021
78 RUE DE MIROMESNIL,PARIS,75008,Appartement,815000,11812,2,69,30/12/2020
16 RUE DE LA BIENFAISANCE,PARIS,75008,Appartement,200000,2899,2,69,28/12/2020
63 RUE DE MIROMESNIL,PARIS,75008,Appartement,731000,15553,2,47,22/12/2020
75 RUE DE MIROMESNIL,PARIS,75008,Appartement,1900000,12752,5,149,06/11/2020
75 BOULEVARD MALESHERBES,PARIS,75008,Appartement,2540570,15305,4,166,30/09/2020
52 BOULEVARD MALESHERBES,PARIS,75008,Appartement,1840000,23590,3,78,29/09/2020
75 RUE DE MIROMESNIL,PARIS,75008,Appartement,1781785,11958,5,149,15/09/2020
10 RUE DE LISBONNE,PARIS,75008,Appartement,990000,11928,3,83,07/09/2020
11 RUE DE LISBONNE,PARIS,75008,Appartement,285000,6333,2,45,31/08/2020
10 RUE PORTALIS,PARIS,75008,Appartement,1731000,10819,4,160,24/07/2020
4 RUE TREILHARD,PARIS,75008,Appartement,1155000,12692,4,91,16/07/2020
52 BOULEVARD MALESHERBES,PARIS,75008,Appartement,3000,14,5,220,26/06/2020
17 RUE DU GÉNÉRAL FOY,PARIS,75008,Appartement,2758900,15947,4,173,17/06/2020
11B RUE PORTALIS,PARIS,75008,Appartement,1459839,11230,4,130,27/05/2020
77 BOULEVARD MALESHERBES,PARIS,75008,Appartement,471600,10718,2,44,20/05/2020
17 RUE DU GÉNÉRAL FOY,PARIS,75008,Appartement,2475000,10312,7,240,07/04/2020
80 RUE DE MIROMESNIL,PARIS,75008,Appartement,167130,9285,1,18,17/03/2020
17 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,150000,5556,2,27,28/06/2023
10B RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,65000,7222,1,9,26/06/2023
46 RUE LAMARTINE,PARIS,75009,Appartement,45000,3750,1,12,16/06/2023
3 RUE DES MARTYRS,PARIS,75009,Appartement,665000,12091,2,55,08/06/2023
8 RUE SAINT-LAZARE,PARIS,75009,Appartement,485000,12763,2,38,24/04/2023
42 RUE LAMARTINE,PARIS,75009,Appartement,112500,10227,1,11,30/03/2023
66 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,245500,9820,2,25,23/03/2023
7 RUE BOURDALOUE,PARIS,75009,Appartement,100000,7143,1,14,08/03/2023
66 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,100000,6667,1,15,06/03/2023
7 RUE SAINT-LAZARE,PARIS,75009,Appartement,1320000,12336,4,107,23/02/2023
8 RUE HIPPOLYTE LEBAS,PARIS,75009,Appartement,91080,11385,1,8,11/01/2023
10 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,121000,8643,1,14,11/01/2023
8 RUE HIPPOLYTE LEBAS,PARIS,75009,Appartement,995000,8292,4,120,22/12/2022
35 RUE LAMARTINE,PARIS,75009,Appartement,736000,13382,3,55,06/12/2022
41 RUE LAMARTINE,PARIS,75009,Appartement,535000,15286,1,35,31/10/2022
1 RUE MILTON,PARIS,75009,Appartement,1281000,15434,4,83,19/10/2022
66 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,272000,10462,1,26,11/10/2022
8 RUE HIPPOLYTE LEBAS,PARIS,75009,Appartement,1030000,14306,3,72,10/10/2022
22 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,200000,11765,1,17,30/09/2022
35 RUE LAMARTINE,PARIS,75009,Appartement,506700,14477,2,35,05/09/2022
66 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,189520,14578,1,13,30/08/2022
6 RUE HIPPOLYTE LEBAS,PARIS,75009,Appartement,675000,11842,3,57,07/07/2022
35 RUE LAMARTINE,PARIS,75009,Appartement,501250,13191,2,38,06/07/2022
10 RUE SAINT-LAZARE,PARIS,75009,Appartement,706800,15365,2,46,30/06/2022
4 RUE FLÉCHIER,PARIS,75009,Appartement,810000,11408,3,71,21/06/2022
10 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,228000,11400,2,20,11/06/2022
8 RUE DES MARTYRS,PARIS,75009,Appartement,49000,3267,1,15,31/05/2022
6 RUE HIPPOLYTE LEBAS,PARIS,75009,Appartement,411340,13711,1,30,24/05/2022
14 RUE SAINT-LAZARE,PARIS,75009,Appartement,727000,12117,3,60,23/05/2022
68 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,290000,8056,2,36,06/05/2022
15 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,880000,10732,4,82,21/04/2022
6 RUE SAINT-LAZARE,PARIS,75009,Appartement,560000,14359,2,39,29/03/2022
10 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,20000,1667,1,12,24/03/2022
37 RUE LAMARTINE,PARIS,75009,Appartement,400000,14815,1,27,18/02/2022
63 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,378100,10803,2,35,04/02/2022
6 RUE HIPPOLYTE LEBAS,PARIS,75009,Appartement,810000,14464,3,56,10/01/2022
46 RUE LAMARTINE,PARIS,75009,Appartement,367150,10490,2,35,27/12/2021
54 RUE LAMARTINE,PARIS,75009,Appartement,953000,10830,4,88,17/12/2021
63 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,225000,12500,1,18,07/12/2021
4 RUE MILTON,PARIS,75009,Appartement,10000,294,2,34,03/11/2021
58 RUE LAMARTINE,PARIS,75009,Appartement,310000,12917,1,24,28/10/2021
17 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,40000,8000,1,5,27/10/2021
54 RUE LAMARTINE,PARIS,75009,Appartement,135000,13500,1,10,26/10/2021
68 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,305000,16944,1,18,25/10/2021
4 RUE MILTON,PARIS,75009,Appartement,884050,14259,4,62,08/10/2021
22 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,1450000,10211,5,142,23/09/2021
17 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,20000,130,6,154,07/09/2021
17 RUE DE CHÂTEAUDUN,PARIS,75009,Appartement,2020000,13117,6,154,07/09/2021
68 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,366540,12218,1,30,03/09/2021
10 RUE SAINT-LAZARE,PARIS,75009,Appartement,280000,11667,2,24,18/08/2021
46 RUE LAMARTINE,PARIS,75009,Appartement,156000,17333,1,9,05/08/2021
2 RUE FLÉCHIER,PARIS,75009,Appartement,2054900,12159,5,169,02/08/2021
6 RUE SAINT-LAZARE,PARIS,75009,Appartement,1034000,13787,3,75,29/07/2021
46 RUE LAMARTINE,PARIS,75009,Appartement,35000,2917,1,12,26/07/2021
66 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,435000,12083,2,36,23/07/2021
66 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,295000,12292,1,24,22/07/2021
33 RUE LAMARTINE,PARIS,75009,Appartement,738240,14475,3,51,09/07/2021
46 RUE LAMARTINE,PARIS,75009,Appartement,312500,9470,2,33,07/07/2021
10 RUE SAINT-LAZARE,PARIS,75009,Appartement,743530,12392,3,60,18/06/2021
7 RUE SAINT-LAZARE,PARIS,75009,Appartement,510000,14571,2,35,21/05/2021
14 RUE SAINT-LAZARE,PARIS,75009,Appartement,688000,11467,3,60,11/05/2021
33 RUE LAMARTINE,PARIS,75009,Appartement,510000,15455,2,33,04/05/2021
54 RUE LAMARTINE,PARIS,75009,Appartement,405000,11571,2,35,23/04/2021
9 RUE SAINT-LAZARE,PARIS,75009,Appartement,270000,10000,2,27,23/04/2021
46 RUE LAMARTINE,PARIS,75009,Appartement,19000,3800,1,5,01/04/2021
54 RUE LAMARTINE,PARIS,75009,Appartement,561600,13060,3,43,16/03/2021
46 RUE LAMARTINE,PARIS,75009,Appartement,668800,11943,3,56,23/02/2021
10 RUE SAINT-LAZARE,PARIS,75009,Appartement,160200,2543,3,63,19/02/2021
6 RUE SAINT-LAZARE,PARIS,75009,Appartement,860000,11467,3,75,19/02/2021
44 RUE LAMARTINE,PARIS,75009,Appartement,939900,14028,3,67,16/02/2021
46 RUE LAMARTINE,PARIS,75009,Appartement,190000,12667,1,15,21/01/2021
7 RUE SAINT-LAZARE,PARIS,75009,Appartement,1912000,13657,4,140,20/01/2021
6 RUE HIPPOLYTE LEBAS,PARIS,75009,Appartement,1483928,16488,5,90,14/01/2021
8 RUE SAINT-LAZARE,PARIS,75009,Appartement,891731,11890,3,75,29/12/2020
8 RUE SAINT-LAZARE,PARIS,75009,Appartement,500000,13889,2,36,11/12/2020
54 RUE LAMARTINE,PARIS,75009,Appartement,700000,15556,2,45,01/12/2020
4 RUE FLÉCHIER,PARIS,75009,Appartement,645000,10750,3,60,27/11/2020
41 RUE LAMARTINE,PARIS,75009,Appartement,327000,8605,2,38,26/11/2020
66 RUE DU FAUBOURG MONTMARTRE,PARIS,75009,Appartement,235000,11190,1,21,20/11/2020
6 RUE HIPPOLYTE LEBAS,PARIS,75009,Appartement,305000,7625,2,40,05/11/2020
6 RUE HIPPOLYTE LEBAS,PARIS,75009,Appartement,405000,7232,3,56,05/11/2020
8 RUE DES MARTYRS,PARIS,75009,Appartement,9000,191,2,47,02/11/2020
20 RUE DU TERRAGE,PARIS,75010,Appartement,1025000,14643,2,70,29/06/2023
3 SQUARE DE VERDUN,PARIS,75010,Appartement,350000,7778,2,45,28/06/2023
22 AVENUE DE VERDUN,PARIS,75010,Appartement,780250,10133,3,77,26/06/2023
1 SQUARE DE VERDUN,PARIS,75010,Appartement,371000,8628,2,43,22/06/2023
17 RUE DU HUIT MAI 1945,PARIS,75010,Appartement,696900,10559,3,66,05/06/2023
20 RUE DU TERRAGE,PARIS,75010,Appartement,260000,9286,1,28,17/05/2023
74 BOULEVARD DE MAGENTA,PARIS,75010,Appartement,778000,9047,4,86,03/05/2023
70 BOULEVARD DE STRASBOURG,PARIS,75010,Appartement,550000,7746,3,71,15/04/2023
14 RUE DU HUIT MAI 1945,PARIS,75010,Appartement,6000,54,4,112,13/04/2023
69 BOULEVARD DE MAGENTA,PARIS,75010,Appartement,685000,8671,4,79,07/04/2023
1 SQUARE DE VERDUN,PARIS,75010,Appartement,290000,7632,1,38,21/03/2023
8 RUE DU HUIT MAI 1945,PARIS,75010,Appartement,100000,11111,1,9,09/03/2023
22 AVENUE DE VERDUN,PARIS,75010,Appartement,182000,11375,1,16,08/03/2023
73 BOULEVARD DE MAGENTA,PARIS,75010,Appartement,845000,10181,4,83,01/03/2023
23 RUE DU TERRAGE,PARIS,75010,Appartement,230000,12778,1,18,15/02/2023
20 RUE DU TERRAGE,PARIS,75010,Appartement,203846,7840,1,26,03/02/2023
132 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,362350,11689,2,31,30/01/2023
14 RUE DU HUIT MAI 1945,PARIS,75010,Appartement,770000,7778,4,99,20/01/2023
1 SQUARE DE VERDUN,PARIS,75010,Appartement,281000,9367,1,30,18/01/2023
6 IMPASSE BOUTRON,PARIS,75010,Appartement,6500,191,2,34,30/12/2022
18 RUE SAINT-LAURENT,PARIS,75010,Appartement,175000,6250,2,28,29/12/2022
132 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,380000,8636,2,44,22/12/2022
2 SQUARE DE VERDUN,PARIS,75010,Appartement,678220,10765,3,63,21/12/2022
70 BOULEVARD DE STRASBOURG,PARIS,75010,Appartement,340000,13077,1,26,14/12/2022
6 IMPASSE BOUTRON,PARIS,75010,Appartement,370000,10882,2,34,09/12/2022
70 BOULEVARD DE STRASBOURG,PARIS,75010,Appartement,322000,9200,2,35,06/12/2022
20 RUE DU TERRAGE,PARIS,75010,Appartement,253846,9402,1,27,22/11/2022
23 RUE DU TERRAGE,PARIS,75010,Appartement,98501,7036,1,14,22/11/2022
142 RUE DU FAUBOURG SAINT-MARTIN,PARIS,75010,Appartement,376500,11766,2,32,22/11/2022
20 RUE DU TERRAGE,PARIS,75010,Appartement,396000,10421,2,38,18/11/2022
14 RUE DU HUIT MAI 1945,PARIS,75010,Appartement,530000,8413,3,63,26/10/2022
140 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,340000,13600,2,25,25/10/2022
1 RUE SAINT-LAURENT,PARIS,75010,Appartement,376200,9176,3,41,14/10/2022
3 RUE SAINT-LAURENT,PARIS,75010,Appartement,385000,8370,3,46,28/09/2022
131 QUAI DE VALMY,PARIS,75010,Appartement,276000,9200,1,30,16/09/2022
29 RUE DU TERRAGE,PARIS,75010,Appartement,210000,11053,2,19,31/08/2022
70 BOULEVARD DE STRASBOURG,PARIS,75010,Appartement,259000,10792,2,24,25/08/2022
22 AVENUE DE VERDUN,PARIS,75010,Appartement,596725,10850,1,55,28/07/2022
142 RUE DU FAUBOURG SAINT-MARTIN,PARIS,75010,Appartement,1466019,10472,4,140,27/07/2022
27 RUE DU TERRAGE,PARIS,75010,Appartement,336550,9096,2,37,18/07/2022
9 PLACE RAOUL FOLLEREAU,PARIS,75010,Appartement,300000,4615,3,65,07/07/2022
6 IMPASSE BOUTRON,PARIS,75010,Appartement,178910,11927,1,15,01/07/2022
142 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,466350,9517,2,49,28/06/2022
6 RUE DU HUIT MAI 1945,PARIS,75010,Appartement,750000,13636,2,55,24/06/2022
1 RUE SAINT-LAURENT,PARIS,75010,Appartement,837000,9511,5,88,23/06/2022
22 AVENUE DE VERDUN,PARIS,75010,Appartement,798800,10651,3,75,23/06/2022
18 RUE SAINT-LAURENT,PARIS,75010,Appartement,135000,9643,1,14,17/06/2022
31 RUE DU TERRAGE,PARIS,75010,Appartement,315000,8750,1,36,16/06/2022
31 RUE DES RÉCOLLETS,PARIS,75010,Appartement,567600,11825,3,48,07/06/2022
20 RUE DU TERRAGE,PARIS,75010,Appartement,990000,11928,3,83,07/06/2022
23 RUE DU TERRAGE,PARIS,75010,Appartement,319000,11393,2,28,13/05/2022
142 RUE DU FAUBOURG SAINT-MARTIN,PARIS,75010,Appartement,350000,12069,1,29,28/04/2022
27 RUE DU TERRAGE,PARIS,75010,Appartement,228000,10364,1,22,29/03/2022
27 RUE DU TERRAGE,PARIS,75010,Appartement,233885,10631,1,22,28/03/2022
142 RUE DU FAUBOURG SAINT-MARTIN,PARIS,75010,Appartement,300000,9375,2,32,09/03/2022
27 RUE DU TERRAGE,PARIS,75010,Appartement,200000,9091,1,22,21/02/2022
20 RUE DU TERRAGE,PARIS,75010,Appartement,478000,10622,2,45,17/02/2022
142 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,20000,6667,1,3,27/01/2022
23 RUE DU TERRAGE,PARIS,75010,Appartement,140000,10000,1,14,27/01/2022
1 SQUARE DE VERDUN,PARIS,75010,Appartement,260000,9630,1,27,26/01/2022
8 IMPASSE BOUTRON,PARIS,75010,Appartement,504650,9705,2,52,11/01/2022
15 RUE DU HUIT MAI 1945,PARIS,75010,Appartement,247500,13026,1,19,04/01/2022
140 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,689700,10143,3,68,30/11/2021
23 RUE DU TERRAGE,PARIS,75010,Appartement,224000,8615,2,26,15/11/2021
20 RUE DU TERRAGE,PARIS,75010,Appartement,370010,10000,1,37,29/10/2021
31 RUE DU TERRAGE,PARIS,75010,Appartement,295000,10926,1,27,13/10/2021
15 RUE DU HUIT MAI 1945,PARIS,75010,Appartement,795000,11522,4,69,07/10/2021
78 BOULEVARD DE MAGENTA,PARIS,75010,Appartement,160000,8421,2,19,06/10/2021
3 SQUARE DE VERDUN,PARIS,75010,Appartement,360000,8000,2,45,03/09/2021
71 BOULEVARD DE MAGENTA,PARIS,75010,Appartement,747452,11156,3,67,23/08/2021
6 IMPASSE BOUTRON,PARIS,75010,Appartement,310000,11071,2,28,20/08/2021
142 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,363000,8854,2,41,06/08/2021
23 RUE DU TERRAGE,PARIS,75010,Appartement,157000,12077,1,13,23/07/2021
132 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,1332980,10022,5,133,22/07/2021
29 RUE DU TERRAGE,PARIS,75010,Appartement,250000,12500,2,20,13/07/2021
1 SQUARE DE VERDUN,PARIS,75010,Appartement,440000,10476,2,42,08/07/2021
73 BOULEVARD DE MAGENTA,PARIS,75010,Appartement,473800,11019,2,43,30/06/2021
22 AVENUE DE VERDUN,PARIS,75010,Appartement,300000,7692,1,39,29/06/2021
142 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,702251,10973,3,64,28/06/2021
142 RUE DU FAUBOURG SAINT-MARTIN,PARIS,75010,Appartement,367000,11121,2,33,18/06/2021
132 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,517500,10350,2,50,18/06/2021
131 QUAI DE VALMY,PARIS,75010,Appartement,265650,5209,2,51,16/06/2021
22 AVENUE DE VERDUN,PARIS,75010,Appartement,200000,12500,1,16,28/05/2021
1 SQUARE DE VERDUN,PARIS,75010,Appartement,435000,11447,2,38,25/05/2021
9 PLACE RAOUL FOLLEREAU,PARIS,75010,Appartement,1151330,11178,5,103,17/05/2021
131 QUAI DE VALMY,PARIS,75010,Appartement,425000,8854,2,48,17/05/2021
23 RUE DU TERRAGE,PARIS,75010,Appartement,180000,10000,2,18,29/04/2021
132 RUE DU FAUBOURG SAINT-DENIS,PARIS,75010,Appartement,500000,10638,2,47,19/04/2021
3 RUE SAINT-LAURENT,PARIS,75010,Appartement,330000,10000,2,33,12/04/2021
1 SQUARE DE VERDUN,PARIS,75010,Appartement,650000,10000,3,65,08/04/2021
70 BOULEVARD DE STRASBOURG,PARIS,75010,Appartement,465600,10347,2,45,01/04/2021
103 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,104530,10453,1,10,29/06/2023
7 RUE PÉTION,PARIS,75011,Appartement,173000,7864,1,22,27/06/2023
15 RUE CAMILLE DESMOULINS,PARIS,75011,Appartement,145000,8529,1,17,05/06/2023
99 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,420000,9333,3,45,12/04/2023
8B CITÉ INDUSTRIELLE,PARIS,75011,Local Commercial/Industriel,1865800,9423,198m²,180,31/03/2023
140 RUE DE LA ROQUETTE,PARIS,75011,Appartement,620000,9688,3,64,27/03/2023
10 RUE PÉTION,PARIS,75011,Appartement,387670,9692,3,40,10/03/2023
101 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,378000,11118,1,34,10/03/2023
103 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,285000,3958,3,72,27/02/2023
128A BOULEVARD VOLTAIRE,PARIS,75011,Appartement,231123,10049,2,23,10/02/2023
95 RUE SEDAINE,PARIS,75011,Appartement,1285000,13385,5,96,25/01/2023
128 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,740000,10571,3,70,25/01/2023
85 RUE SEDAINE,PARIS,75011,Appartement,193000,13786,1,14,20/01/2023
78 RUE SEDAINE,PARIS,75011,Appartement,407400,8148,3,50,06/01/2023
128A BOULEVARD VOLTAIRE,PARIS,75011,Appartement,250000,8929,2,28,06/01/2023
14 RUE PÉTION,PARIS,75011,Appartement,415000,10921,2,38,04/01/2023
85 RUE SEDAINE,PARIS,75011,Appartement,164000,12615,1,13,23/12/2022
85 RUE SEDAINE,PARIS,75011,Appartement,161000,10062,1,16,22/12/2022
2 AVENUE PARMENTIER,PARIS,75011,Appartement,564000,11510,2,49,18/11/2022
11 RUE PÉTION,PARIS,75011,Appartement,290000,8056,2,36,24/10/2022
4 PLACE LÉON BLUM,PARIS,75011,Appartement,1310000,6788,6,193,21/10/2022
128 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,865000,12721,3,68,20/10/2022
13 RUE CAMILLE DESMOULINS,PARIS,75011,Appartement,415550,12986,2,32,14/10/2022
20 RUE PÉTION,PARIS,75011,Appartement,588200,7843,3,75,13/10/2022
23 RUE PÉTION,PARIS,75011,Appartement,335000,11552,2,29,04/10/2022
14 RUE PÉTION,PARIS,75011,Appartement,352000,11733,2,30,29/09/2022
103 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,240000,12632,1,19,26/09/2022
9 RUE PÉTION,PARIS,75011,Appartement,263000,9393,2,28,22/09/2022
8 RUE PÉTION,PARIS,75011,Appartement,445000,10595,2,42,20/09/2022
6 AVENUE PARMENTIER,PARIS,75011,Appartement,1337500,10449,5,128,20/09/2022
20 RUE PÉTION,PARIS,75011,Appartement,256000,3413,3,75,19/09/2022
7 RUE PÉTION,PARIS,75011,Appartement,300300,10355,2,29,16/09/2022
13 RUE CAMILLE DESMOULINS,PARIS,75011,Appartement,543000,10442,2,52,15/09/2022
9 RUE CAMILLE DESMOULINS,PARIS,75011,Appartement,645000,11727,3,55,15/09/2022
140 RUE DE LA ROQUETTE,PARIS,75011,Appartement,193000,11353,1,17,04/08/2022
9 RUE PÉTION,PARIS,75011,Appartement,240000,8000,2,30,01/08/2022
7 RUE PÉTION,PARIS,75011,Appartement,240000,8889,1,27,29/07/2022
7 RUE PÉTION,PARIS,75011,Appartement,210000,8400,2,25,27/07/2022
11 RUE PÉTION,PARIS,75011,Appartement,300000,9677,2,31,22/07/2022
7 RUE PÉTION,PARIS,75011,Appartement,144500,7225,2,20,21/07/2022
12 RUE PÉTION,PARIS,75011,Appartement,392000,12250,2,32,12/07/2022
9 RUE PÉTION,PARIS,75011,Appartement,330000,13200,2,25,15/06/2022
22 RUE PÉTION,PARIS,75011,Appartement,532700,10654,2,50,10/06/2022
4 AVENUE PARMENTIER,PARIS,75011,Appartement,400000,10811,2,37,10/06/2022
128 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,630000,12115,2,52,02/06/2022
12 RUE PÉTION,PARIS,75011,Appartement,268000,12762,1,21,17/05/2022
7 RUE PÉTION,PARIS,75011,Appartement,310000,11923,2,26,10/05/2022
128 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,660000,14043,1,47,27/04/2022
22 RUE PÉTION,PARIS,75011,Appartement,385000,8021,2,48,21/04/2022
85 RUE SEDAINE,PARIS,75011,Appartement,75000,5357,1,14,15/04/2022
29 CITÉ INDUSTRIELLE,PARIS,75011,Appartement,162500,13542,1,12,28/03/2022
8 RUE CAMILLE DESMOULINS,PARIS,75011,Appartement,580000,11154,3,52,18/03/2022
7 CITÉ INDUSTRIELLE,PARIS,75011,Appartement,100,2,2,40,15/03/2022
113B RUE DE LA ROQUETTE,PARIS,75011,Appartement,293000,8139,2,36,08/03/2022
7 CITÉ INDUSTRIELLE,PARIS,75011,Appartement,126000,6300,1,20,03/02/2022
117 RUE DE LA ROQUETTE,PARIS,75011,Appartement,296000,9867,2,30,02/02/2022
91 RUE SEDAINE,PARIS,75011,Appartement,565000,10660,3,53,25/01/2022
5 RUE PÉTION,PARIS,75011,Appartement,360000,10909,2,33,21/01/2022
5 RUE CAMILLE DESMOULINS,PARIS,75011,Appartement,290000,10357,1,28,19/01/2022
5 RUE PÉTION,PARIS,75011,Appartement,274000,13048,2,21,22/12/2021
76 RUE SEDAINE,PARIS,75011,Appartement,250000,12500,1,20,08/12/2021
29 CITÉ INDUSTRIELLE,PARIS,75011,Appartement,184445,13175,1,14,07/12/2021
14 RUE PÉTION,PARIS,75011,Appartement,370000,11562,2,32,17/11/2021
13 RUE CAMILLE DESMOULINS,PARIS,75011,Appartement,340000,10000,2,34,12/10/2021
12 RUE PÉTION,PARIS,75011,Appartement,400000,11765,2,34,01/10/2021
4 AVENUE PARMENTIER,PARIS,75011,Appartement,960000,10667,3,90,30/09/2021
128A BOULEVARD VOLTAIRE,PARIS,75011,Appartement,616000,11000,2,56,13/09/2021
12 RUE PÉTION,PARIS,75011,Appartement,246475,11737,1,21,03/09/2021
11 RUE PÉTION,PARIS,75011,Appartement,305000,10517,2,29,26/08/2021
23 RUE PÉTION,PARIS,75011,Appartement,610000,12708,2,48,26/07/2021
120 BOULEVARD VOLTAIRE,PARIS,75011,Appartement,397300,11036,2,36,21/07/2021
117 RUE DE LA ROQUETTE,PARIS,75011,Appartement,325000,13000,2,25,09/07/2021
8 AVENUE PARMENTIER,PARIS,75011,Appartement,641160,12097,2,53,07/07/2021
23 RUE PÉTION,PARIS,75011,Appartement,365500,10153,2,36,07/07/2021
19 CITÉ INDUSTRIELLE,PARIS,75011,Appartement,569000,10537,2,54,05/07/2021
10 RUE PÉTION,PARIS,75011,Appartement,295000,10926,1,27,30/06/2021
7 RUE PÉTION,PARIS,75011,Appartement,130000,6500,2,20,21/06/2021
5 RUE PÉTION,PARIS,75011,Appartement,320000,12308,2,26,07/06/2021
128A BOULEVARD VOLTAIRE,PARIS,75011,Appartement,537000,9589,2,56,04/06/2021
85 RUE SEDAINE,PARIS,75011,Appartement,345000,7041,3,49,02/06/2021
12 RUE PÉTION,PARIS,75011,Appartement,409000,11054,2,37,28/05/2021
74 BOULEVARD DE REUILLY,PARIS,75012,Appartement,765750,9454,4,81,23/06/2023
178 AVENUE DAUMESNIL,PARIS,75012,Appartement,744950,9933,3,75,15/06/2023
205B AVENUE DAUMESNIL,PARIS,75012,Appartement,582524,9396,3,62,14/06/2023
57 BOULEVARD DE REUILLY,PARIS,75012,Appartement,989000,11239,4,88,09/05/2023
64 BOULEVARD DE REUILLY,PARIS,75012,Appartement,585000,11250,3,52,15/03/2023
70 BOULEVARD DE REUILLY,PARIS,75012,Appartement,194000,10211,1,19,10/03/2023
207 AVENUE DAUMESNIL,PARIS,75012,Appartement,500000,10638,2,47,09/03/2023
205B AVENUE DAUMESNIL,PARIS,75012,Appartement,650000,10000,3,65,06/03/2023
58 BOULEVARD DE REUILLY,PARIS,75012,Appartement,650000,8667,4,75,26/01/2023
53 BOULEVARD DE REUILLY,PARIS,75012,Appartement,357500,10214,2,35,25/01/2023
57 BOULEVARD DE REUILLY,PARIS,75012,Appartement,750000,10714,3,70,04/01/2023
3 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,520000,10000,3,52,09/12/2022
71 BOULEVARD DE REUILLY,PARIS,75012,Appartement,492823,9299,2,53,29/11/2022
62 BOULEVARD DE REUILLY,PARIS,75012,Appartement,397400,8455,2,47,15/11/2022
72 BOULEVARD DE REUILLY,PARIS,75012,Appartement,887000,9856,4,90,21/10/2022
71 BOULEVARD DE REUILLY,PARIS,75012,Appartement,449760,8486,2,53,06/10/2022
60 BOULEVARD DE REUILLY,PARIS,75012,Appartement,808295,12064,3,67,05/10/2022
74 BOULEVARD DE REUILLY,PARIS,75012,Appartement,105000,1312,3,80,30/09/2022
5 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,375000,9375,2,40,20/09/2022
207 AVENUE DAUMESNIL,PARIS,75012,Appartement,496700,10568,2,47,07/09/2022
65 BOULEVARD DE REUILLY,PARIS,75012,Appartement,470400,9600,2,49,22/08/2022
72 BOULEVARD DE REUILLY,PARIS,75012,Appartement,957750,10642,4,90,17/08/2022
199B AVENUE DAUMESNIL,PARIS,75012,Local Commercial/Industriel,2350000,11244,209m²,140,26/07/2022
63 BOULEVARD DE REUILLY,PARIS,75012,Appartement,510000,9444,3,54,17/06/2022
59 BOULEVARD DE REUILLY,PARIS,75012,Appartement,425000,10119,2,42,17/06/2022
65 BOULEVARD DE REUILLY,PARIS,75012,Appartement,345000,11129,1,31,16/06/2022
4 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,630000,10862,3,58,16/06/2022
4 RUE LAMBLARDIE,PARIS,75012,Appartement,477162,4149,5,115,09/06/2022
70 BOULEVARD DE REUILLY,PARIS,75012,Appartement,885000,10663,3,83,08/06/2022
